229,492964.17,2489567.89,11288,11291,1.00,492813.73,2489496.54,492816.72,2489504.95
230,510827.42,2495301.46,22044,22039,.89,510721.92,2495148.74,510716.85,2495315.27
231,492942.44,2489054.28,11276,11266,.51,492804.17,2488982.30,492787.96,2489074.91
232,491402.11,2493879.71,9635,9754,.56,491337.57,2493960.82,491459.94,2493952.00
233,508764.16,2494750.94,20911,20908,.13,508645.57,2494725.23,508639.91,2494888.44
234,492427.68,2490714.99,10747,10860,.57,492361.42,2490599.25,492489.01,2490607.42
235,504446.18,2511981.50,17691,17612,.08,504423.30,2511950.49,504329.27,2512143.09
236,507857.16,2493514.92,20519,20599,.18,507815.23,2493600.28,507987.82,2493620.39
237,504474.65,2492574.72,17988,17752,.81,504585.59,2492563.79,504470.73,2492605.65
238,492527.37,2491418.34,11004,10980,.78,492585.12,2491536.29,492563.37,2491379.54
239,486185.69,2497470.31,5835,5740,.96,486491.27,2497581.09,486334.98,2497354.93
240,504463.94,2505787.23,17741,17851,.18,504462.39,2505822.84,504536.70,2505789.70
241,509287.73,2494520.73,21241,21249,.48,509368.86,2494634.45,509377.66,2494407.45
242,504251.56,2494427.25,17387,17384,.62,504101.22,2494388.29,504101.00,2494449.86
243,514977.56,2494868.12,25149,25158,.64,514725.23,2494760.37,514756.56,2494979.26
244,512921.65,2495275.70,23971,23868,.92,512869.01,2495118.08,512808.76,2495190.36
245,479113.56,2519152.53,1406,458,.49,480185.89,2519064.35,478448.04,2518741.68
246,495006.48,2498235.58,12888,12949,.59,494835.89,2498031.02,494949.75,2498416.48
247,504479.72,2500553.24,17795,17753,.69,504498.89,2500706.62,504470.84,2500484.79
248,490831.08,2492887.95,9201,9199,.14,490788.74,2492861.78,490787.39,2493034.52
249,511928.61,2493930.97,23101,23030,.94,511988.50,2493952.11,511926.28,2493927.64
250,489529.71,2498025.54,8059,8269,.51,489380.67,2498190.19,489674.06,2497878.50
251,506233.42,2496185.13,19488,19443,.63,506261.70,2496092.38,506221.82,2496091.10
252,512553.41,2494483.38,23336,23753,.79,512166.74,2494471.55,512639.08,2494538.25
253,500668.21,2506550.39,14826,14783,.89,500710.34,2506278.79,500551.82,2506482.57
254,512643.63,2497234.63,23776,23785,.01,512670.16,2497142.88,512680.88,2497146.00
255,510893.49,2495225.01,22044,22039,.42,510721.92,2495148.74,510716.85,2495315.27
256,501164.51,2494096.94,15029,15052,.81,501161.68,2494183.08,501197.20,2494088.62
257,491990.99,2490787.02,10272,10346,.51,491889.15,2490669.41,491971.96,2490935.92
258,512864.89,2495301.53,23861,23832,.21,512786.47,2495217.11,512744.58,2495267.07
259,504965.94,2494339.29,18257,18254,.68,504918.00,2494193.35,504914.43,2494405.74
260,512699.98,2510842.52,23906,23975,.93,512827.51,2511020.79,512871.22,2510959.77
261,511037.94,2494200.96,22359,22228,.42,511105.00,2494155.11,510970.71,2494131.01
262,491403.33,2493430.87,9553,9739,.87,491227.79,2493481.07,491433.26,2493446.22
263,488532.02,2499256.30,7277,7263,.89,488437.05,2499153.86,488412.07,2499212.99
264,497070.72,2499899.22,13741,13814,.73,496861.00,2499804.55,497142.42,2499941.61
265,483311.50,2517179.22,4258,1763,.29,483982.45,2515959.66,480759.08,2519392.64
266,513017.89,2495880.13,24165,24035,.48,513124.74,2495893.08,512951.48,2495789.16
267,492561.70,2491006.22,10969,10973,.59,492557.79,2490847.58,492558.94,2491114.45
268,504891.00,2505186.92,18141,18147,.34,504737.69,2505151.58,504742.37,2505272.03
269,504107.79,2492018.70,17273,17264,.25,503997.97,2491982.99,503987.98,2492075.58
270,509817.16,2498247.75,21537,21643,.56,510025.39,2498983.94,510213.96,2497986.59
271,505961.50,2492108.45,19384,19124,.64,506139.63,2492039.57,505866.64,2492036.81
272,502889.21,2495572.13,16247,16143,.20,502901.97,2495538.30,502784.53,2495633.17
273,504674.99,2492505.01,18030,18176,.35,504613.13,2492518.33,504777.55,2492617.68
274,497115.58,2493690.41,13821,13802,.46,497183.29,2493645.30,497096.77,2493599.74
275,502712.57,2493274.61,16012,16096,.88,502607.10,2493270.89,502723.70,2493290.07
276,492114.84,2488347.96,10570,10506,.87,492187.23,2488304.89,492113.93,2488364.82
277,509406.17,2495549.79,21236,21233,.64,509363.55,2495497.03,509360.61,2495576.75
278,510898.54,2497328.74,22131,22181,.38,510850.63,2497336.45,510927.20,2497387.48
279,519803.23,2505892.81,25875,25871,.34,519860.21,2505920.30,519833.17,2505803.08
